boat	elev	nit	pop	wc10	x	y	id	land
-1.480460958634859	-0.4805464001779465	-1.3012591207085487	-0.18540511284699118	0.46180323281950225	-83.52916666666667	43.69583333333333	1	82
-1.4794281320858913	0.16489337261008488	-0.8291212252496184	-0.2937728777284676	0.21711237368112818	-83.54583333333333	43.6875	2	82
-1.469249855927101	0.16489337261008488	NA	0.0828050819814633	-0.2722786789535637	-83.92083333333333	43.854166666666664	3	11
-1.468208933433378	0.16489337261008488	-1.0061726546303333	-0.009307507833036254	0.29867599339391954	-83.52916666666667	43.7125	4	95
-1.4660820908222327	-0.4805464001779465	-1.1242076913278336	-0.15289478854992597	0.29867599339391954	-83.53750000000001	43.69583333333333	5	82
-1.4474255055276808	-0.4805464001779465	-1.2422421651925661	-0.29919126726438583	0.5433668525322936	-83.52916666666667	43.6875	6	82
-1.4439304482529214	0.8103331453981163	1.8266569694543187	1.2694320867641193	0.5433668525322936	-83.92916666666667	43.80416666666667	7	90
-1.435780156789229	-0.4805464001779465	-0.8881381807656008	-0.18540511284699118	0.7064940919578763	-83.50416666666668	43.69583333333333	8	90
-1.429423224265252	-0.4805464001779465	NA	-0.06620056889367826	-0.9247969710138383	-83.39583333333334	43.829166666666666	9	11
-1.411632839104754	0.16489337261008488	-0.6520692330361357	-0.3073188515682632	0.21711237368112818	-83.55416666666667	43.67916666666667	10	82
-1.4044375393484474	0.8103331453981163	1.2364840372978882	0.1640809056425706	-1.3326244039357389	-83.85416666666667	43.979166666666664	11	95
-1.3976288168320263	-0.4805464001779465	0.11515569133377739	1.96569510014467	0.9511942854541942	-83.67916666666667	43.587500000000006	12	95
-1.3964540474308706	0.8103331453981163	-0.8881381807656008	1.1556460163166125	0.21711237368112818	-83.54583333333333	43.69583333333333	13	90
-1.3723848531399794	-0.4805464001779465	-0.5930517146873856	-0.2693901345056687	0.29867599339391954	-83.5625	43.670833333333334	14	95
